Geofence,LOCATION,BADGE,MUG,DoorType,Datetime,Latitude,Longitude,,
S2,LT1,B2535,0,EXIT,10/24/2020 21:21,,,,
S2,LT1,B2536,0,ENTRY,10/17/2020 14:17,,,,
S2,LT2,B2537,0,EXIT,10/27/2020 14:41,,,,
S2,LT2,B2538,1,EXIT,10/17/2020 15:22,,,,
S2,LT1,B2539,1,PICK-UP,10/20/2020 15:37,,,,
S2,LT2,B2540,0,EXIT,10/19/2020 5:11,,,,
S2,LT1,B2541,0,ENTRY,10/25/2020 15:16,,,,
S2,LT1,B2542,1,PICK-UP,11/8/2020 15:36,,,,
S2,LT2,B2543,1,EXIT,10/17/2020 15:10,,,,
S2,LT1,B2544,0,EXIT,10/17/2020 14:55,,,,
S2,LT1,B2545,1,EXIT,11/9/2020 5:40,,,,
S2,LT1,B2546,0,EXIT,11/5/2020 7:16,,,,
S2,LT2,B2547,0,EXIT,10/17/2020 15:19,,,,
S2,LT1,B2548,0,EXIT,10/22/2020 15:21,,,,
S2,LT1,B2549,1,EXIT,10/17/2020 15:31,,,,
S2,LT2,B2550,0,EXIT,10/18/2020 12:50,,,,
S2,LT1,B2551,0,EXIT,10/17/2020 15:45,,,,
S2,LT2,B2552,0,EXIT,11/8/2020 20:47,,,,
S2,LT1,B2553,0,DROP-OFF,11/1/2020 17:34,,,,
S2,LT1,B2554,1,PICK-UP,10/22/2020 10:47,,,,
S2,LT1,B2555,1,ENTRY,10/17/2020 16:08,,,,
S2,LT1,B2556,0,EXIT,10/17/2020 16:16,,,,
S2,LT2,B2557,0,EXIT,11/6/2020 18:44,,,,
S2,LT1,B2558,0,ENTRY,10/17/2020 16:19,,,,
S2,LT1,B2559,0,EXIT,11/5/2020 16:24,,,,
S2,LT2,B2560,1,ENTRY,10/17/2020 16:46,,,,
S2,LT2,B2561,0,EXIT,10/29/2020 15:50,,,,
S2,LT2,B2562,0,EXIT,11/8/2020 15:45,,,,
S2,LT1,B2563,0,DROP-OFF,10/20/2020 14:52,,,,
S2,LT1,B2564,0,EXIT,11/8/2020 8:02,,,,
S2,LT1,B2565,0,ENTRY,10/30/2020 3:03,,,,
S2,LT1,B2566,1,EXIT,10/31/2020 18:01,,,,
S2,LT1,B2567,1,ENTRY,10/17/2020 17:13,,,,
S2,LT1,B2568,1,ENTRY,11/1/2020 20:45,,,,
S2,LT1,B2569,1,EXIT,11/6/2020 15:22,,,,
S2,LT2,B2570,1,EXIT,10/23/2020 17:53,,,,
S2,LT2,B2571,0,EXIT,10/17/2020 17:59,,,,
S2,LT1,B2572,0,ENTRY,10/26/2020 18:42,,,,
S2,LT2,B2573,0,EXIT,10/24/2020 14:33,,,,
S2,LT1,B2574,1,EXIT,11/6/2020 21:55,,,,
S2,LT1,B2575,0,EXIT,10/17/2020 18:07,,,,
S2,LT2,B2576,0,DROP-OFF,10/20/2020 19:01,,,,
S2,LT1,B2577,0,EXIT,10/20/2020 14:06,,,,
S2,LT1,B2578,1,EXIT,10/20/2020 15:30,,,,
S2,LT1,B2579,1,EXIT,10/17/2020 18:59,,,,
S2,LT2,B2580,0,EXIT,10/17/2020 19:08,,,,
S2,LT1,B2581,1,EXIT,11/2/2020 17:46,,,,
S2,LT2,B2582,1,EXIT,10/28/2020 22:01,,,,
S2,LT1,B2583,0,EXIT,10/28/2020 6:14,,,,
S2,LT2,B2584,1,EXIT,11/8/2020 22:09,,,,
S2,LT1,B2585,1,PICK-UP,10/23/2020 21:15,,,,
S2,LT1,B2586,0,EXIT,11/6/2020 22:26,,,,
S2,LT2,B2587,0,EXIT,11/8/2020 19:11,,,,
S2,LT2,B2588,1,EXIT,11/8/2020 20:47,,,,
S2,LT1,B2589,1,EXIT,11/9/2020 11:49,,,,
S2,LT2,B2590,1,EXIT,11/7/2020 20:27,,,,
S2,LT2,B2591,1,EXIT,10/23/2020 17:42,,,,
S2,LT2,B2592,0,EXIT,10/17/2020 19:52,,,,
S2,LT1,B2593,0,EXIT,10/17/2020 19:54,,,,
S2,LT1,B2594,1,EXIT,11/6/2020 15:56,,,,
S2,LT2,B2595,1,EXIT,10/29/2020 5:46,,,,
S2,LT1,B2596,1,EXIT,10/30/2020 11:29,,,,
S2,LT2,B2597,0,EXIT,11/7/2020 19:52,,,,
S2,LT1,B2598,0,EXIT,10/17/2020 22:35,,,,
S2,LT2,B2599,1,EXIT,10/17/2020 20:41,,,,
S2,LT2,B2600,0,EXIT,10/20/2020 18:39,,,,
S2,LT1,B2601,0,EXIT,10/29/2020 18:36,,,,
S2,LT1,B2602,0,ENTRY,10/17/2020 21:40,,,,
S2,LT2,B2603,0,EXIT,11/6/2020 8:04,,,,
S2,LT1,B2604,0,EXIT,10/17/2020 21:50,,,,
S2,LT2,B2605,1,EXIT,10/17/2020 22:37,,,,
S2,LT2,B2606,1,EXIT,10/17/2020 22:19,,,,
S2,LT2,B2607,1,EXIT,10/17/2020 22:45,,,,
S2,LT2,B2608,0,EXIT,10/17/2020 22:28,,,,
S2,LT1,B2609,1,ENTRY,10/31/2020 23:21,,,,
S2,LT1,B2610,1,EXIT,10/17/2020 23:29,,,,
S2,LT2,B2611,1,EXIT,10/21/2020 23:36,,,,
S2,LT2,B2612,0,EXIT,10/26/2020 13:25,,,,
S2,LT2,B2613,1,EXIT,11/6/2020 23:15,,,,
S2,LT1,B2614,1,EXIT,10/17/2020 23:51,,,,
S2,LT1,B2615,0,EXIT,11/8/2020 5:05,,,,
S2,LT1,B2616,1,EXIT,11/8/2020 20:23,,,,
S2,LT1,B2617,1,EXIT,10/18/2020 0:19,,,,
S2,LT2,B2618,0,DROP-OFF,10/18/2020 0:17,,,,
S2,LT1,B2619,1,EXIT,10/18/2020 0:47,,,,
S2,LT2,B2620,0,EXIT,10/18/2020 0:43,,,,
S2,LT2,B2621,0,EXIT,11/8/2020 19:13,,,,
S2,LT1,B2622,1,EXIT,11/8/2020 23:10,,,,
S2,LT2,B2623,0,EXIT,11/6/2020 6:39,,,,
S2,LT1,B2624,0,EXIT,10/18/2020 4:28,,,,
S2,LT1,B2625,1,ENTRY,10/18/2020 4:14,,,,
S2,LT2,B2626,0,EXIT,11/8/2020 7:54,,,,
S2,LT1,B2627,0,DROP-OFF,10/18/2020 5:29,,,,
S2,LT2,B2628,0,EXIT,10/30/2020 10:41,,,,
S2,LT1,B2629,0,EXIT,10/18/2020 4:34,,,,
S2,LT1,B2630,0,DROP-OFF,10/18/2020 4:47,,,,
S2,LT2,B2631,0,EXIT,11/8/2020 17:19,,,,
S2,LT1,B2632,0,EXIT,11/6/2020 17:32,,,,
S2,LT1,B2633,0,EXIT,10/18/2020 5:02,,,,
S2,LT2,B2634,1,EXIT,11/7/2020 6:55,,,,
S2,LT2,B2635,1,EXIT,10/18/2020 6:48,,,,
S2,LT1,B2636,1,ENTRY,10/25/2020 6:35,,,,
S2,LT1,B2637,0,EXIT,11/9/2020 4:57,,,,
S2,LT1,B2638,0,ENTRY,10/31/2020 4:06,,,,
S2,LT2,B2639,0,EXIT,11/9/2020 5:34,,,,
S2,LT1,B2640,0,EXIT,11/4/2020 5:24,,,,
S2,LT1,B2641,0,EXIT,11/8/2020 8:13,,,,
S2,LT1,B2642,1,ENTRY,11/1/2020 4:56,,,,
S2,LT1,B2643,0,ENTRY,10/21/2020 23:23,,,,
S2,LT1,B2644,1,ENTRY,10/30/2020 17:00,,,,
S2,LT2,B2645,0,EXIT,11/3/2020 17:26,,,,
S2,LT1,B2646,0,ENTRY,10/20/2020 3:05,,,,
S2,LT2,B2647,0,EXIT,11/8/2020 9:51,,,,
S2,LT2,B2648,0,EXIT,10/18/2020 10:16,,,,
S2,LT2,B2649,0,EXIT,10/22/2020 14:33,,,,
S2,LT2,B2650,0,EXIT,11/8/2020 9:20,,,,
S2,LT2,B2651,0,EXIT,10/31/2020 17:30,,,,
S2,LT2,B2652,1,EXIT,11/6/2020 23:20,,,,
S2,LT1,B2653,1,ENTRY,10/18/2020 6:52,,,,
S2,LT1,B2654,1,ENTRY,11/1/2020 6:40,,,,
S2,LT2,B2655,0,EXIT,10/18/2020 10:04,,,,
S2,LT1,B2656,1,EXIT,10/21/2020 18:27,,,,
S2,LT2,B2657,0,EXIT,11/7/2020 7:38,,,,
S2,LT2,B2658,0,EXIT,11/7/2020 10:50,,,,
S2,LT1,B2659,0,EXIT,11/8/2020 8:13,,,,
S2,LT2,B2660,0,EXIT,11/6/2020 7:37,,,,
S2,LT2,B2661,0,EXIT,11/6/2020 5:42,,,,
S2,LT1,B2662,0,EXIT,11/4/2020 12:42,,,,
S2,LT2,B2663,0,EXIT,10/25/2020 18:01,,,,
S2,LT1,B2664,1,EXIT,11/5/2020 10:56,,,,
S2,LT2,B2665,0,EXIT,10/18/2020 8:48,,,,
S2,LT2,B2666,0,EXIT,10/18/2020 8:16,,,,
S2,LT2,B2667,0,EXIT,10/18/2020 8:22,,,,
S2,LT2,B2668,0,EXIT,10/20/2020 7:54,,,,
S2,LT2,B2669,0,EXIT,11/8/2020 13:16,,,,
S2,LT1,B2670,0,EXIT,11/6/2020 7:50,,,,
S2,LT1,B2671,0,DROP-OFF,11/4/2020 19:39,,,,
S2,LT2,B2672,0,EXIT,10/18/2020 9:27,,,,
S2,LT1,B2673,0,EXIT,10/18/2020 14:28,,,,
S2,LT1,B2674,0,EXIT,11/4/2020 10:33,,,,
S2,LT1,B2675,0,ENTRY,11/9/2020 11:31,,,,
S2,LT1,B2676,0,DROP-OFF,10/25/2020 11:01,,,,
S2,LT2,B2677,1,EXIT,10/18/2020 10:57,,,,
S2,LT2,B2678,1,EXIT,10/30/2020 13:36,,,,
S2,LT1,B2679,1,ENTRY,10/18/2020 10:07,,,,
S2,LT2,B2680,1,EXIT,10/23/2020 11:10,,,,
S2,LT2,B2681,0,EXIT,11/2/2020 11:45,,,,
S2,LT1,B2682,0,EXIT,11/9/2020 6:38,,,,
S2,LT1,B2683,0,EXIT,11/4/2020 17:33,,,,
S2,LT1,B2684,1,EXIT,11/4/2020 12:11,,,,
S2,LT2,B2685,0,EXIT,11/4/2020 14:22,,,,
S2,LT1,B2686,0,EXIT,10/18/2020 10:32,,,,
S2,LT1,B2687,0,EXIT,11/9/2020 6:17,,,,
S2,LT2,B2688,0,ENTRY,11/8/2020 16:58,,,,
S2,LT1,B2689,1,ENTRY,10/18/2020 11:05,,,,
S2,LT1,B2690,0,ENTRY,10/29/2020 15:01,,,,
S2,LT2,B2691,0,EXIT,10/18/2020 13:17,,,,
S2,LT1,B2692,0,ENTRY,10/18/2020 11:30,,,,
S2,LT2,B2693,0,EXIT,11/8/2020 12:36,,,,
S2,LT1,B2694,0,EXIT,11/7/2020 0:49,,,,
S2,LT1,B2695,0,EXIT,11/8/2020 7:54,,,,
S2,LT1,B2696,0,EXIT,10/26/2020 14:16,,,,
S2,LT2,B2697,0,EXIT,10/19/2020 12:22,,,,
S2,LT2,B2698,0,EXIT,10/26/2020 19:55,,,,
S2,LT2,B2699,0,EXIT,10/18/2020 12:24,,,,
S2,LT1,B2700,0,DROP-OFF,10/18/2020 12:25,,,,
S2,LT2,B2701,0,EXIT,10/23/2020 9:22,,,,
S2,LT1,B2702,0,EXIT,11/8/2020 6:13,,,,
S2,LT2,B2703,0,EXIT,11/2/2020 18:29,,,,
S2,LT1,B2704,1,ENTRY,10/18/2020 12:55,,,,
S2,LT2,B2705,0,EXIT,10/25/2020 15:16,,,,
S2,LT1,B2706,1,EXIT,11/5/2020 6:38,,,,
S2,LT2,B2707,0,DROP-OFF,11/6/2020 9:56,,,,
S2,LT2,B2708,0,ENTRY,11/5/2020 16:23,,,,
S2,LT2,B2709,0,EXIT,10/18/2020 13:22,,,,
S2,LT1,B2710,1,PICK-UP,10/31/2020 12:00,,,,
S2,LT2,B2711,1,EXIT,11/6/2020 15:07,,,,
S2,LT1,B2712,1,EXIT,11/7/2020 21:36,,,,
S2,LT1,B2713,0,DROP-OFF,10/18/2020 13:28,,,,
S2,LT1,B2714,0,ENTRY,10/23/2020 10:39,,,,
S2,LT1,B2715,0,EXIT,10/31/2020 14:40,,,,
S2,LT2,B2716,1,EXIT,10/21/2020 18:15,,,,
S2,LT2,B2717,1,EXIT,11/8/2020 16:24,,,,
S2,LT2,B2718,0,EXIT,10/25/2020 10:26,,,,
S2,LT1,B2719,1,EXIT,10/18/2020 16:22,,,,
S2,LT2,B2720,0,EXIT,11/1/2020 11:45,,,,
S2,LT2,B2721,0,EXIT,11/6/2020 9:33,,,,
S2,LT2,B2722,0,DROP-OFF,11/7/2020 14:49,,,,
S2,LT2,B2723,1,EXIT,10/26/2020 17:14,,,,
S2,LT1,B2724,0,EXIT,11/9/2020 11:09,,,,
S2,LT1,B2725,1,PICK-UP,10/18/2020 14:55,,,,
S2,LT2,B2726,0,EXIT,11/6/2020 15:42,,,,
S2,LT1,B2727,0,EXIT,11/6/2020 23:04,,,,
S2,LT2,B2728,0,EXIT,10/18/2020 19:03,,,,
S2,LT1,B2729,0,ENTRY,10/31/2020 13:43,,,,
S2,LT2,B2730,0,EXIT,11/2/2020 8:49,,,,
S2,LT2,B2731,1,EXIT,10/24/2020 20:42,,,,
S2,LT2,B2732,0,DROP-OFF,11/8/2020 10:52,,,,
S2,LT2,B2733,0,DROP-OFF,10/25/2020 10:52,,,,
S2,LT1,B2734,0,ENTRY,11/5/2020 15:45,,,,
S2,LT2,B2735,0,DROP-OFF,11/8/2020 15:07,,,,
S2,LT1,B2736,0,EXIT,11/8/2020 17:58,,,,
S2,LT1,B2737,1,ENTRY,10/18/2020 15:04,,,,
S2,LT1,B2738,0,EXIT,11/2/2020 20:10,,,,
S2,LT2,B2739,1,EXIT,11/6/2020 18:19,,,,
S2,LT2,B2740,1,EXIT,10/19/2020 13:38,,,,
S2,LT1,B2741,0,ENTRY,10/18/2020 15:36,,,,
S2,LT2,B2742,1,EXIT,11/7/2020 20:42,,,,
S2,LT1,B2743,0,ENTRY,10/18/2020 15:32,,,,
S2,LT2,B2744,1,EXIT,10/25/2020 19:41,,,,
S2,LT1,B2745,1,PICK-UP,10/18/2020 15:52,,,,
S2,LT1,B2746,1,ENTRY,10/28/2020 15:05,,,,
S2,LT2,B2747,0,EXIT,10/30/2020 17:16,,,,
S2,LT1,B2748,0,EXIT,10/24/2020 16:52,,,,
S2,LT2,B2749,1,EXIT,10/31/2020 15:54,,,,
S2,LT2,B2750,1,EXIT,10/18/2020 17:00,,,,
S2,LT1,B2751,0,EXIT,11/5/2020 17:15,,,,
S2,LT2,B2752,0,EXIT,11/8/2020 21:00,,,,
S2,LT1,B2753,1,EXIT,11/4/2020 13:57,,,,
S2,LT1,B2754,0,EXIT,10/24/2020 12:03,,,,
S2,LT2,B2755,1,EXIT,11/8/2020 16:37,,,,
S2,LT1,B2756,1,EXIT,10/19/2020 16:00,,,,
S2,LT2,B2757,1,EXIT,10/30/2020 18:48,,,,
S2,LT2,B2758,1,EXIT,11/1/2020 13:26,,,,
S2,LT2,B2759,0,EXIT,10/21/2020 14:59,,,,
S2,LT2,B2760,0,EXIT,11/1/2020 15:38,,,,
S2,LT1,B2761,0,DROP-OFF,10/18/2020 17:39,,,,
S2,LT2,B2762,0,DROP-OFF,10/25/2020 18:32,,,,
S2,LT2,B2763,0,EXIT,10/24/2020 19:22,,,,
S2,LT2,B2764,1,EXIT,10/18/2020 18:12,,,,
S2,LT1,B2765,0,EXIT,10/18/2020 18:04,,,,
S2,LT1,B2766,0,ENTRY,10/30/2020 8:14,,,,
S2,LT1,B2767,1,EXIT,11/7/2020 17:33,,,,
S2,LT1,B2768,0,EXIT,10/22/2020 15:50,,,,
S2,LT1,B2769,1,PICK-UP,10/18/2020 18:52,,,,
S2,LT2,B2770,0,EXIT,11/6/2020 7:53,,,,
S2,LT2,B2771,1,EXIT,10/18/2020 18:58,,,,
S2,LT2,B2772,0,EXIT,10/28/2020 20:50,,,,
S2,LT1,B2773,0,EXIT,10/31/2020 6:22,,,,
S2,LT1,B2774,0,EXIT,11/7/2020 12:53,,,,
S2,LT1,B2775,1,EXIT,10/18/2020 20:03,,,,
S2,LT2,B2776,0,EXIT,10/27/2020 13:45,,,,
S2,LT2,B2777,0,EXIT,10/30/2020 21:29,,,,
S2,LT1,B2778,0,EXIT,10/18/2020 19:36,,,,
S2,LT1,B2779,0,EXIT,11/7/2020 5:23,,,,
S2,LT1,B2780,1,EXIT,11/6/2020 22:36,,,,
S2,LT2,B2781,1,EXIT,11/7/2020 7:22,,,,
S2,LT2,B2782,0,EXIT,10/25/2020 7:12,,,,
S2,LT2,B2783,0,DROP-OFF,10/19/2020 4:53,,,,
S2,LT2,B2784,0,EXIT,10/19/2020 20:01,,,,
S2,LT1,B2785,1,EXIT,10/31/2020 15:32,,,,
S2,LT1,B2786,0,EXIT,11/8/2020 13:02,,,,
S2,LT2,B2787,0,PICK-UP,11/8/2020 15:44,,,,
S2,LT2,B2788,1,EXIT,11/8/2020 14:10,,,,
S2,LT2,B2789,1,EXIT,11/2/2020 0:11,,,,
S2,LT1,B2790,1,EXIT,11/9/2020 12:10,,,,
S2,LT1,B2791,1,EXIT,10/18/2020 21:43,,,,
S2,LT2,B2792,0,EXIT,10/22/2020 6:43,,,,
S2,LT1,B2793,1,EXIT,11/6/2020 3:25,,,,
S2,LT2,B2794,1,EXIT,11/6/2020 14:36,,,,
S2,LT2,B2795,0,EXIT,11/1/2020 8:59,,,,
S2,LT1,B2796,1,EXIT,11/7/2020 5:13,,,,
S2,LT1,B2797,1,EXIT,11/4/2020 21:02,,,,
S2,LT1,B2798,1,PICK-UP,10/18/2020 23:09,,,,
S2,LT2,B2799,0,EXIT,10/19/2020 16:52,,,,
S2,LT2,B2800,1,EXIT,10/22/2020 2:25,,,,
S2,LT1,B2801,1,EXIT,10/19/2020 1:23,,,,
S2,LT1,B2802,0,EXIT,10/19/2020 3:59,,,,
S2,LT1,B2803,1,EXIT,10/28/2020 0:38,,,,
S2,LT1,B2804,0,EXIT,10/24/2020 14:25,,,,
S2,LT2,B2805,1,EXIT,10/19/2020 5:21,,,,
S2,LT1,B2806,0,EXIT,11/6/2020 20:11,,,,
S2,LT1,B2807,1,ENTRY,10/28/2020 2:19,,,,
S2,LT1,B2808,0,EXIT,11/9/2020 5:29,,,,
S2,LT1,B2809,0,EXIT,11/3/2020 7:51,,,,
S2,LT1,B2810,1,EXIT,10/24/2020 8:58,,,,
S2,LT2,B2811,0,EXIT,10/19/2020 5:33,,,,
S2,LT1,B2812,0,EXIT,11/3/2020 8:50,,,,
S2,LT1,B2813,0,DROP-OFF,10/19/2020 5:37,,,,
S2,LT2,B2814,0,EXIT,11/3/2020 7:42,,,,
S2,LT1,B2815,0,EXIT,10/24/2020 7:42,,,,
S2,LT1,B2816,0,EXIT,10/20/2020 4:45,,,,
S2,LT1,B2817,0,EXIT,11/6/2020 19:06,,,,
S2,LT1,B2818,1,EXIT,10/20/2020 21:55,,,,
S2,LT2,B2819,0,EXIT,11/2/2020 5:50,,,,
S2,LT2,B2820,1,EXIT,11/2/2020 17:52,,,,
S2,LT2,B2821,0,DROP-OFF,10/19/2020 6:10,,,,
S2,LT2,B2822,0,EXIT,11/9/2020 7:31,,,,
S2,LT1,B2823,1,ENTRY,10/27/2020 7:50,,,,
S2,LT1,B2824,0,EXIT,10/30/2020 10:32,,,,
S2,LT1,B2825,0,EXIT,10/23/2020 7:33,,,,
S2,LT1,B2826,0,EXIT,11/9/2020 3:19,,,,
S2,LT1,B2827,1,ENTRY,10/20/2020 6:25,,,,
S2,LT1,B2828,1,EXIT,10/31/2020 14:06,,,,
S2,LT1,B2829,0,EXIT,11/2/2020 5:22,,,,
S2,LT1,B2830,0,EXIT,11/9/2020 13:07,,,,
S2,LT1,B2831,0,EXIT,11/5/2020 8:35,,,,
S2,LT2,B2832,0,EXIT,10/19/2020 7:17,,,,
S2,LT2,B2833,0,EXIT,11/9/2020 6:35,,,,
S2,LT1,B2834,0,EXIT,11/9/2020 6:22,,,,
S2,LT1,B2835,0,EXIT,10/19/2020 7:12,,,,
S2,LT1,B2836,0,EXIT,10/19/2020 7:12,,,,
S2,LT2,B2837,0,EXIT,10/19/2020 18:44,,,,
S2,LT1,B2838,1,EXIT,11/5/2020 10:18,,,,
S2,LT1,B2839,1,EXIT,10/19/2020 8:28,,,,
S2,LT2,B2840,1,EXIT,10/31/2020 8:05,,,,
S2,LT2,B2841,0,EXIT,11/7/2020 16:07,,,,
S2,LT1,B2842,0,EXIT,10/20/2020 7:14,,,,
S2,LT1,B2843,0,EXIT,11/4/2020 11:51,,,,
S2,LT2,B2844,0,EXIT,10/30/2020 14:28,,,,
S2,LT1,B2845,0,EXIT,10/25/2020 7:06,,,,
S2,LT1,B2846,1,EXIT,11/2/2020 10:36,,,,
S2,LT1,B2847,1,ENTRY,10/19/2020 8:04,,,,
S2,LT1,B2848,0,EXIT,10/19/2020 8:10,,,,
S2,LT1,B2849,0,EXIT,10/21/2020 11:45,,,,
S2,LT2,B2850,0,EXIT,11/6/2020 12:30,,,,
S2,LT1,B2851,1,EXIT,11/8/2020 19:03,,,,
S2,LT2,B2852,0,EXIT,11/5/2020 7:05,,,,
S2,LT2,B2853,0,DROP-OFF,10/19/2020 8:30,,,,
S2,LT1,B2854,0,EXIT,11/5/2020 7:23,,,,
S2,LT2,B2855,0,ENTRY,10/31/2020 10:12,,,,
S2,LT2,B2856,0,DROP-OFF,10/19/2020 8:58,,,,
S2,LT2,B2857,0,EXIT,11/5/2020 7:37,,,,
S2,LT1,B2858,1,ENTRY,10/30/2020 11:32,,,,
S2,LT1,B2859,1,ENTRY,10/28/2020 13:07,,,,
S2,LT1,B2860,0,EXIT,10/19/2020 9:46,,,,
S2,LT1,B2861,1,ENTRY,10/26/2020 10:35,,,,
S2,LT2,B2862,1,EXIT,11/2/2020 11:05,,,,
S2,LT2,B2863,1,EXIT,11/9/2020 13:11,,,,
S2,LT2,B2864,0,DROP-OFF,11/9/2020 11:30,,,,
S2,LT2,B2865,0,EXIT,11/6/2020 21:16,,,,
S2,LT1,B2866,1,ENTRY,10/19/2020 9:56,,,,
S2,LT2,B2867,0,DROP-OFF,11/2/2020 8:43,,,,
S2,LT1,B2868,0,DROP-OFF,10/26/2020 6:49,,,,
S2,LT1,B2869,1,ENTRY,10/30/2020 23:31,,,,
S2,LT1,B2870,1,EXIT,11/9/2020 12:12,,,,
S2,LT2,B2871,0,EXIT,10/23/2020 15:47,,,,
S2,LT1,B2872,0,EXIT,11/4/2020 3:59,,,,
S2,LT2,B2873,0,DROP-OFF,11/8/2020 13:13,,,,
S2,LT1,B2874,0,EXIT,11/6/2020 9:24,,,,
S2,LT1,B2875,0,ENTRY,10/26/2020 13:40,,,,
S2,LT2,B2876,0,EXIT,11/3/2020 10:44,,,,
S2,LT2,B2877,0,EXIT,11/9/2020 10:40,,,,
S2,LT2,B2878,0,EXIT,10/31/2020 10:51,,,,
S2,LT2,B2879,0,EXIT,11/6/2020 19:07,,,,
S2,LT2,B2880,1,EXIT,11/1/2020 13:37,,,,
S2,LT1,B2881,0,EXIT,11/7/2020 10:42,,,,
S2,LT1,B2882,0,EXIT,10/19/2020 11:40,,,,
S2,LT2,B2883,1,EXIT,11/9/2020 11:40,,,,
S2,LT1,B2884,1,ENTRY,11/3/2020 13:46,,,,
S2,LT2,B2885,0,EXIT,11/7/2020 11:46,,,,
S2,LT1,B2886,0,EXIT,11/9/2020 8:51,,,,
S2,LT2,B2887,1,EXIT,10/19/2020 13:07,,,,
S2,LT2,B2888,0,EXIT,10/19/2020 12:47,,,,
S2,LT2,B2889,1,EXIT,10/23/2020 18:37,,,,
S2,LT1,B2890,1,EXIT,11/4/2020 17:15,,,,
S2,LT2,B2891,0,EXIT,10/23/2020 7:02,,,,
S2,LT1,B2892,1,ENTRY,10/28/2020 17:11,,,,
S2,LT2,B2893,0,EXIT,11/2/2020 11:47,,,,
S2,LT1,B2894,1,EXIT,10/30/2020 12:31,,,,
S2,LT1,B2895,0,DROP-OFF,10/30/2020 21:46,,,,
S2,LT1,B2896,0,EXIT,11/5/2020 14:04,,,,
S2,LT1,B2897,1,EXIT,10/19/2020 22:15,,,,
S2,LT1,B2898,0,DROP-OFF,10/19/2020 13:22,,,,
S2,LT1,B2899,1,ENTRY,11/2/2020 13:41,,,,
S2,LT2,B2900,0,EXIT,11/2/2020 10:40,,,,
S2,LT2,B2901,0,EXIT,10/22/2020 10:07,,,,
S2,LT2,B2902,1,EXIT,11/5/2020 7:21,,,,
S2,LT2,B2903,0,EXIT,11/6/2020 9:51,,,,
S2,LT2,B2904,0,EXIT,11/7/2020 0:16,,,,
S2,LT1,B2905,1,EXIT,11/9/2020 13:05,,,,
S2,LT1,B2906,0,EXIT,10/19/2020 14:05,,,,
S2,LT2,B2907,0,EXIT,10/19/2020 14:39,,,,
S2,LT1,B2908,0,DROP-OFF,11/1/2020 6:46,,,,
S2,LT1,B2909,1,ENTRY,10/23/2020 11:46,,,,
S2,LT1,B2910,1,EXIT,10/19/2020 16:01,,,,
S2,LT2,B2911,0,EXIT,11/8/2020 10:30,,,,
S2,LT1,B2912,1,EXIT,11/6/2020 20:07,,,,
S2,LT1,B2913,0,EXIT,11/8/2020 14:05,,,,
S2,LT1,B2914,1,EXIT,11/2/2020 8:13,,,,
S2,LT1,B2915,1,PICK-UP,11/2/2020 15:15,,,,
S2,LT1,B2916,1,EXIT,11/4/2020 15:28,,,,
S2,LT1,B2917,0,DROP-OFF,10/24/2020 13:52,,,,
S2,LT2,B2918,1,ENTRY,11/2/2020 8:22,,,,
S2,LT1,B2919,1,PICK-UP,10/19/2020 23:29,,,,
S2,LT1,B2920,1,EXIT,11/7/2020 10:15,,,,
S2,LT1,B2921,0,EXIT,10/19/2020 15:15,,,,
S2,LT1,B2922,1,EXIT,11/8/2020 15:58,,,,
S2,LT2,B2923,0,ENTRY,10/21/2020 15:59,,,,
S2,LT1,B2924,0,EXIT,10/24/2020 9:11,,,,
S2,LT1,B2925,1,EXIT,11/9/2020 9:30,,,,
S2,LT2,B2926,1,EXIT,10/23/2020 20:08,,,,
S2,LT2,B2927,0,EXIT,10/19/2020 16:14,,,,
S2,LT2,B2928,0,DROP-OFF,10/19/2020 16:46,,,,
S2,LT1,B2929,1,ENTRY,10/19/2020 16:14,,,,
S2,LT2,B2930,1,ENTRY,10/19/2020 16:16,,,,
S2,LT2,B2931,1,EXIT,10/31/2020 22:00,,,,
S2,LT1,B2932,1,EXIT,11/5/2020 21:51,,,,
S2,LT1,B2933,1,EXIT,11/6/2020 13:48,,,,
S2,LT1,B2934,0,DROP-OFF,10/19/2020 16:50,,,,
S2,LT2,B2935,0,EXIT,11/6/2020 21:08,,,,
S2,LT2,B2936,0,EXIT,10/19/2020 17:52,,,,
S2,LT1,B2937,1,ENTRY,11/5/2020 17:55,,,,
S2,LT2,B2938,1,EXIT,10/19/2020 17:43,,,,
S2,LT2,B2939,1,EXIT,11/7/2020 0:47,,,,
S2,LT1,B2940,0,EXIT,11/5/2020 14:58,,,,
S2,LT2,B2941,0,EXIT,11/7/2020 22:04,,,,
S2,LT1,B2942,1,EXIT,11/8/2020 18:30,,,,
S2,LT1,B2943,1,ENTRY,10/30/2020 17:51,,,,
S2,LT2,B2944,0,EXIT,10/19/2020 17:58,,,,
S2,LT1,B2945,0,EXIT,10/25/2020 15:02,,,,
S2,LT1,B2946,0,EXIT,10/19/2020 18:05,,,,
S2,LT1,B2947,1,EXIT,11/5/2020 13:17,,,,
S2,LT1,B2948,1,ENTRY,10/19/2020 18:39,,,,
S2,LT1,B2949,1,EXIT,11/4/2020 21:37,,,,
S2,LT2,B2950,0,EXIT,10/25/2020 17:10,,,,
S2,LT1,B2951,1,ENTRY,11/6/2020 18:36,,,,
